TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,anomaly_score,is_fraud,TransactionAmountBin,TransactionHour,TransactionDay,TransactionWeekday,TimeSinceLastTransaction,anomaly
203.76,1,7,86,360,11,1,55,2,37,1,6747.16,1,0,1,16,2,0,-9567.61,0
750.95,1,6,534,99,99,1,78,2,27,1,5134.37,1,0,3,18,8,4,-10141.910555555556,0
0.84,1,2,510,101,35,0,52,1,31,1,2207.54,1,0,0,16,1,0,-7383.355,0
257.18,1,20,463,544,9,2,67,0,28,1,13336.15,1,0,2,17,10,0,-11583.17,0
767.66,1,38,73,274,84,0,63,0,155,1,1801.69,1,0,3,17,8,0,-13094.458333333334,0
182.29,1,36,188,84,31,2,54,0,123,1,522.39,1,0,1,16,10,2,-13047.2075,0
184.51,0,32,430,208,20,2,54,0,118,1,9381.64,1,0,1,16,4,0,-10239.576944444445,0
451.31,1,13,19,506,45,0,62,2,166,5,2963.29,1,0,3,16,4,0,-8055.166388888889,0
144.1,1,6,208,450,64,1,57,0,30,1,11523.64,1,0,1,17,7,4,-11654.755833333333,0
72.5,1,13,416,304,52,0,40,0,30,1,12723.62,1,0,0,17,10,0,-13766.391666666666,0
74.11,0,41,309,133,64,2,69,2,71,4,3920.11,1,0,0,16,8,4,-10143.978611111112,0
22.15,1,10,437,549,64,1,44,0,73,1,7451.83,1,0,0,16,3,2,-13215.74861111111,0
777.92,1,2,123,280,44,1,62,0,97,1,7061.58,1,0,3,18,12,0,-12253.209444444445,0
790.07,1,24,177,547,95,2,28,3,197,1,985.77,1,0,3,17,26,4,-12662.638055555555,0
406.33,0,24,277,148,65,1,59,1,103,1,4298.34,1,0,2,16,2,0,-9567.430555555555,0
767.41,1,13,57,56,20,0,56,0,27,1,12799.34,1,0,3,16,7,3,-10167.676666666666,0
4.58,0,1,158,565,98,2,21,3,135,1,811.24,1,0,0,16,19,3,-9159.882222222222,0
447.83,0,1,573,185,29,1,53,0,88,1,13273.08,1,0,3,16,15,1,-10719.756388888889,0
49.67,1,1,543,241,29,2,21,3,146,1,842.94,1,0,0,18,20,0,-14941.325277777778,0
77.83,0,18,308,400,66,1,49,1,146,1,2471.53,1,0,0,16,27,2,-7503.508333333333,0
702.87,1,42,340,345,32,0,19,3,184,1,1237.5,1,0,3,17,7,2,-12375.08138888889,0
133.56,1,1,402,188,70,2,25,3,177,1,783.83,1,0,1,18,24,1,-15589.397777777778,0
868.05,0,36,249,289,23,2,49,1,119,1,3931.03,1,0,3,16,12,3,-15879.5725,0
52.87,1,16,52,568,54,1,24,3,70,1,960.96,1,0,0,17,31,4,-14006.774166666666,0
179.0,1,15,566,446,52,0,78,2,121,1,7310.88,1,0,1,16,6,2,-10192.145277777778,0
1168.26,0,30,677,37,4,2,73,2,37,1,1385.74,1,0,3,16,12,0,-12255.742222222223,0
384.11,1,13,282,280,31,0,58,2,12,1,7902.52,1,0,2,16,15,0,-12927.514722222222,0
227.61,1,15,158,359,24,2,71,2,61,1,4405.28,1,0,2,16,7,0,-10911.854166666666,0
40.83,1,16,607,1,39,0,48,1,24,1,3944.12,1,0,0,16,16,2,-10695.520277777778,0
19.76,1,26,601,197,36,0,20,3,240,1,1523.04,1,0,0,17,31,4,-14006.333055555555,0
484.24,1,33,295,517,18,1,67,0,77,1,8042.3,1,0,3,16,29,0,-12591.441388888888,0
494.66,1,15,483,91,8,2,33,0,110,1,5531.93,1,0,3,16,19,0,-12087.113888888889,0
301.47,1,7,29,406,39,1,21,3,291,1,560.73,1,0,2,16,26,3,-15543.93611111111,0
199.09,1,11,643,166,77,2,70,0,89,1,1658.52,1,0,1,16,19,4,-12831.241666666667,0
38.95,1,20,649,333,99,2,27,1,50,1,731.52,1,0,0,16,18,2,-9183.40888888889,0
515.94,1,37,588,377,48,0,29,1,37,1,1389.89,1,0,3,16,22,4,-7623.476944444445,0
41.93,1,14,582,334,54,0,48,1,136,1,5081.26,1,0,0,16,13,0,-15111.368333333334,0
137.84,1,29,536,282,68,0,27,3,83,1,1000.35,1,0,1,16,13,0,-8560.106944444444,0
95.35,1,6,336,415,31,2,21,3,131,1,1639.9,1,0,1,16,26,2,-11199.6675,0
93.14,1,22,604,550,91,2,67,2,151,1,5473.82,1,0,1,16,2,0,-16119.345,0
1427.71,1,27,14,480,85,1,64,0,159,1,1729.26,1,0,3,17,24,1,-15590.715555555556,0
79.33,0,19,152,496,25,2,51,0,109,1,14798.1,1,0,0,16,6,2,-8007.951666666667,0
76.89,1,6,651,294,10,0,55,0,132,1,7374.26,1,0,0,17,10,2,-13046.342777777778,0
233.71,1,17,435,48,39,2,19,3,297,1,1231.98,1,0,2,17,13,0,-14438.696944444444,0
14.92,1,19,504,470,43,1,26,1,120,1,6611.26,1,0,0,16,22,0,-12759.268055555556,0
242.17,1,17,427,36,31,0,60,0,147,1,883.72,1,0,2,16,8,3,-12351.703333333333,0
122.98,1,17,253,44,19,2,79,2,228,1,5055.99,1,0,1,16,24,0,-11247.897777777778,0
129.35,1,19,611,231,39,0,52,1,130,1,7166.88,1,0,1,16,28,0,-10407.631388888889,0
138.33,1,9,179,390,10,2,21,3,69,1,232.56,1,0,1,17,7,4,-11654.18,0
39.31,1,32,379,311,52,2,25,3,178,1,1236.38,1,0,0,17,30,0,-8894.697777777777,0
91.85,1,39,455,498,39,2,21,3,148,1,802.09,1,0,1,16,16,0,-9231.361944444445,0
277.7,1,26,473,171,10,1,58,1,107,1,1423.2,1,0,2,16,22,3,-12015.549166666666,0
114.03,1,32,9,5,80,0,51,0,172,1,13388.56,1,0,1,16,24,4,-8295.689166666667,0
302.63,0,38,429,236,51,1,27,1,10,1,2801.28,1,0,2,17,28,1,-14750.714166666667,0
31.19,1,5,395,576,22,0,52,1,74,1,5545.96,1,0,0,16,25,1,-13407.759444444444,0
112.91,0,40,424,464,30,2,27,1,135,1,4764.48,1,0,1,18,15,2,-8510.087222222222,0
742.26,1,36,658,217,55,2,27,1,36,1,7868.19,1,0,3,17,20,1,-12063.099722222221,0
256.8,1,5,141,220,13,0,26,3,80,1,1128.38,1,0,2,16,24,4,-14847.325277777778,0
378.68,1,13,633,391,94,0,60,0,239,1,7627.04,1,0,2,17,6,4,-16022.72,0
571.93,1,42,224,45,47,2,52,2,119,1,4026.03,1,0,3,17,20,2,-9854.368055555555,0
26.31,0,2,377,248,27,2,77,2,163,1,7095.76,1,0,0,16,11,4,-10815.477222222222,0
205.58,1,32,530,362,4,2,20,3,159,1,1501.95,1,0,1,17,16,2,-10694.311666666666,0
533.61,1,23,312,505,42,2,48,1,115,1,3656.93,1,0,3,16,20,2,-7671.908888888889,0
428.62,1,33,38,514,27,1,55,2,72,1,3473.24,1,0,3,16,5,0,-12424.138888888889,0
361.22,1,33,326,219,27,0,64,2,167,1,7061.73,1,0,2,17,17,0,-13598.191388888888,0
837.29,1,31,184,348,1,1,25,3,216,1,6012.67,1,0,3,16,27,0,-8223.879722222222,0
117.25,0,1,272,590,90,2,31,0,73,1,13694.68,1,0,1,16,3,0,-13935.549722222222,0
135.27,1,1,509,199,49,0,48,0,131,1,9410.51,1,0,1,16,10,3,-10839.880833333333,0
185.1,1,0,644,335,4,1,53,2,23,1,6115.63,1,0,1,16,8,1,-10887.827777777778,0
113.54,1,8,5,157,35,2,38,1,273,1,5581.21,1,0,1,16,22,4,-9807.433055555555,0
354.96,1,13,274,453,13,2,69,0,96,1,6712.94,1,0,2,16,29,2,-8175.678055555555,0
224.22,1,14,406,140,85,1,53,0,37,1,8400.87,1,0,2,18,23,0,-15613.455,0
737.1,1,42,617,128,31,0,60,2,92,1,4644.19,1,0,3,16,19,2,-11368.001944444444,0
223.22,1,13,382,505,17,0,27,3,96,1,1734.22,1,0,2,16,17,0,-11415.796666666667,0
557.26,1,38,180,288,75,0,69,0,53,1,5237.12,1,0,3,17,4,2,-9519.047777777778,0
1496.57,1,22,137,237,91,2,33,1,95,1,969.06,1,0,3,16,27,0,-14775.8025,0
27.44,1,4,436,228,56,0,62,2,164,1,5950.48,1,0,0,17,6,0,-8726.75,0
310.09,1,11,390,562,67,1,36,0,166,1,9962.5,1,0,2,16,24,4,-8295.35638888889,0
80.38,1,18,666,1,63,2,52,0,116,1,9662.88,1,0,0,16,6,0,-14607.733888888888,0
26.1,0,11,16,211,31,1,66,0,115,1,5243.0,1,0,0,17,1,4,-8126.421944444444,0
845.14,0,28,152,533,25,1,73,2,183,1,1702.65,1,0,3,16,9,0,-15951.826388888889,0
59.73,1,14,661,247,18,0,27,3,56,1,800.93,1,0,0,16,22,0,-12759.525277777779,0
758.77,1,35,320,191,8,0,60,1,114,1,7231.47,1,0,3,16,23,4,-11991.935833333333,0
301.51,1,5,492,273,88,0,22,3,284,1,1052.31,1,0,2,16,24,4,-14847.626666666667,0
418.03,1,2,376,441,50,2,58,0,161,1,10721.29,1,0,3,17,4,0,-10238.3675,0
118.06,0,19,426,511,81,1,32,0,31,1,13560.63,1,0,1,17,24,2,-12710.986944444445,0
483.92,1,27,45,125,91,0,70,2,115,1,3138.0,1,0,3,18,16,0,-9229.158055555556,0
78.93,1,23,584,334,98,0,38,0,145,1,9916.24,1,0,0,16,17,4,-15015.512777777778,0
36.63,1,24,543,174,93,0,75,2,261,1,7941.73,1,0,0,17,4,3,-13191.077777777778,0
87.85,1,7,634,239,61,1,49,1,63,1,3753.24,1,0,1,17,13,2,-7838.689444444444,0
1001.83,1,30,214,562,50,2,31,0,55,1,9733.83,1,0,3,17,17,0,-11414.426944444445,0
705.34,1,42,545,494,25,2,59,0,124,1,5003.22,1,0,3,18,12,1,-10045.322777777777,0
146.55,1,41,159,547,1,2,54,2,124,5,4087.44,1,0,1,18,3,3,-11005.528888888888,0
116.89,1,8,316,128,63,2,71,2,226,1,4880.31,1,0,1,16,20,0,-8391.589444444444,0
106.41,1,20,457,552,62,1,57,2,87,1,1310.38,1,0,1,16,16,0,-15783.490833333333,0
1087.9,1,4,532,42,52,0,78,2,103,1,2513.51,1,0,3,18,27,0,-14102.09638888889,0
584.41,1,19,314,75,50,0,23,3,41,1,4475.22,1,0,3,16,2,0,-16119.328333333333,0
584.98,0,6,171,306,92,1,55,2,121,1,6521.05,1,0,3,16,12,0,-12255.710277777778,0
79.21,1,7,13,194,54,1,56,2,140,1,1615.04,1,0,0,17,24,4,-8294.240833333333,0
173.13,0,1,469,453,43,2,20,3,288,1,1490.34,1,0,1,16,5,3,-9495.348055555556,0
335.7,1,12,176,242,11,0,80,2,57,1,6601.44,1,0,2,17,30,0,-15446.375,0
1225.5,0,19,490,161,65,2,50,0,109,1,8611.17,1,0,3,16,27,0,-8224.159166666666,0
422.81,1,20,49,526,35,1,28,3,193,1,1929.28,1,0,3,16,20,0,-8392.052222222223,0
135.43,1,38,606,70,30,0,57,2,92,1,5315.83,1,0,1,16,6,4,-9471.901666666667,0
584.88,1,30,197,569,41,0,26,3,121,1,548.45,1,0,3,17,19,1,-7694.854444444444,0
308.94,1,20,630,449,91,2,25,3,167,1,1931.66,1,0,2,16,3,0,-13935.538333333334,0
295.93,1,4,399,125,20,1,36,0,117,1,1050.63,1,0,2,17,20,0,-14942.72138888889,0
1512.99,1,30,31,281,70,2,19,3,50,1,9963.39,1,0,3,17,8,1,-10886.898611111112,0
77.44,1,42,212,281,10,1,58,2,268,1,1950.63,1,0,0,16,26,0,-11919.7,0
92.5,0,39,503,45,79,2,40,1,70,1,6295.45,1,0,1,16,25,0,-9735.770833333334,0
97.74,0,20,206,350,45,2,41,1,137,1,4113.63,1,0,1,16,4,0,-10239.346111111112,0
291.68,1,8,20,515,57,0,21,3,90,1,1451.02,1,0,2,18,7,0,-10910.067222222222,0
56.96,1,0,364,513,10,0,22,3,135,1,1597.85,1,0,0,17,26,0,-11918.48,0
436.8,1,39,599,262,81,2,27,3,92,1,1256.33,1,0,3,16,3,0,-11751.913611111111,0
259.49,1,2,418,185,44,2,72,2,292,1,7320.61,1,0,2,16,9,4,-12327.593055555555,0
726.26,1,29,371,507,34,2,57,2,147,1,2150.38,1,0,3,17,13,0,-15110.883333333333,0
568.68,1,15,275,259,74,0,72,2,101,1,2940.04,1,0,3,18,25,1,-13405.35638888889,0
77.57,1,1,426,98,90,2,49,0,225,1,12801.93,1,0,0,17,13,2,-7839.0925,0
999.28,1,4,31,78,49,2,29,1,40,1,4272.41,1,0,3,17,22,0,-12758.440277777778,0
14.16,0,28,645,66,75,1,74,2,290,1,5399.76,1,0,0,16,9,0,-15951.353611111112,0
1142.83,0,29,476,357,27,1,61,2,48,1,2467.39,1,0,3,17,14,4,-11486.450833333334,0
61.33,1,33,196,203,17,0,27,1,129,1,7537.4,1,0,0,18,20,2,-9853.8075,0
27.64,1,27,43,322,64,2,54,1,23,1,7498.51,1,0,0,17,9,4,-12326.898888888889,0
3.85,1,38,57,516,24,0,29,0,32,1,10506.41,1,0,0,16,17,0,-13599.69,0
431.22,0,2,292,36,50,1,73,2,129,1,6505.98,1,0,3,16,21,4,-13503.694722222222,0
178.55,1,15,610,172,75,1,55,1,67,1,7568.4,1,0,1,16,15,4,-7791.930833333333,0
248.76,1,10,322,537,90,0,18,3,56,1,546.46,1,0,2,16,24,2,-12711.904166666667,0
76.16,1,37,522,7,59,0,23,3,99,1,1072.25,1,0,0,16,21,1,-8367.443055555555,0
347.25,1,16,626,397,61,0,69,0,250,1,7273.55,1,0,2,18,30,0,-15445.3025,0
28.04,1,20,99,49,7,0,57,0,146,5,11197.54,1,0,0,16,15,2,-15063.585555555555,0
325.98,1,42,226,117,85,0,19,3,277,1,782.35,1,0,2,16,20,3,-11343.162222222221,0
249.56,1,27,597,446,82,1,76,2,246,1,4444.95,1,0,2,16,20,0,-8392.100833333334,0
17.43,1,0,557,157,41,0,56,0,33,1,10658.88,1,0,0,16,23,3,-14871.782777777778,0
198.01,0,2,143,551,4,1,26,3,40,1,250.93,1,0,1,17,24,0,-13430.391111111112,0
585.58,1,33,563,223,90,1,23,3,55,1,1729.02,1,0,3,16,4,0,-10239.926666666666,0
434.67,0,41,105,82,23,2,27,3,124,1,1298.13,1,0,3,18,5,1,-8029.618611111111,0
510.7,0,26,163,163,39,2,27,3,294,1,5828.48,1,0,3,16,7,2,-12375.541666666666,0
331.98,1,10,293,484,46,0,74,2,12,1,7600.99,1,0,2,16,28,0,-10407.490277777777,0
199.54,1,32,611,172,69,2,56,1,268,1,9603.73,1,0,1,17,10,1,-9374.771111111111,0
212.97,1,1,475,437,2,2,59,1,178,1,4180.4,1,0,2,16,14,1,-8535.235555555555,0
270.56,1,30,198,472,37,2,23,3,139,1,1268.44,1,0,2,16,17,4,-15015.175833333333,0
306.37,1,7,468,324,14,0,26,1,120,1,9609.67,1,0,2,18,27,1,-11893.693055555555,0
643.02,0,11,517,398,64,0,38,0,85,1,11989.39,1,0,3,17,2,0,-9566.328333333333,0
98.48,1,24,425,307,89,1,47,1,12,1,9538.92,1,0,1,17,16,3,-15038.946666666667,0
889.01,1,41,290,290,29,2,36,1,169,1,4826.88,1,0,3,17,29,1,-10382.271111111111,0
537.86,1,18,156,122,0,2,27,3,134,1,293.06,1,0,3,16,19,1,-9879.418333333333,0
241.18,1,23,596,66,24,0,25,3,162,1,1445.53,1,0,2,18,30,1,-12565.628055555555,0
130.54,1,1,527,219,73,0,64,0,94,1,11204.62,1,0,1,17,5,2,-13886.820555555556,0
800.29,0,36,385,50,32,1,20,3,84,1,693.4,1,0,3,16,4,0,-8055.770833333333,0
8.81,1,9,447,404,45,2,57,0,165,1,13523.65,1,0,0,16,22,0,-12759.202777777778,0
28.52,1,11,680,419,20,0,20,3,163,1,662.51,1,0,0,16,2,4,-12495.237777777778,0
431.31,0,1,351,364,20,2,23,3,99,1,342.73,1,0,3,16,1,0,-13263.853611111112,0
885.33,0,33,398,422,24,0,47,1,59,1,7764.16,1,0,3,18,22,1,-10549.470277777778,0
199.23,1,40,179,370,51,0,29,1,54,1,9834.0,1,0,1,16,4,0,-10240.055277777778,0
42.26,1,33,208,478,79,0,44,0,171,1,268.77,1,0,0,16,26,3,-8991.836111111112,0
166.06,1,16,190,554,19,0,30,1,172,1,5397.68,1,0,1,16,14,4,-11488.016111111112,0
357.72,1,24,322,386,81,0,53,2,25,1,7659.5,1,0,2,17,7,0,-10910.691944444445,0
588.37,1,9,466,449,99,2,28,3,284,1,1926.08,1,0,3,17,5,3,-16046.319444444445,0
72.82,1,15,438,372,62,2,68,0,127,1,6911.62,1,0,0,16,10,4,-8631.270555555555,0
162.36,1,40,304,78,68,2,36,1,147,1,7527.04,1,0,1,16,22,2,-8343.975,0
584.82,0,26,576,305,56,2,43,0,109,1,12071.1,1,0,3,16,17,1,-9207.9725,0
38.15,0,28,662,32,64,2,72,2,129,1,1425.47,1,0,0,16,6,4,-9471.585277777778,0
477.54,0,37,371,381,62,0,23,3,52,1,1598.63,1,0,3,17,21,0,-10574.77861111111,0
639.57,1,30,162,256,12,1,60,0,43,1,11726.47,1,0,3,16,18,0,-7719.778888888889,0
58.23,1,31,487,303,67,2,28,3,34,1,9189.76,1,0,0,17,26,2,-11198.743333333334,0
776.21,0,33,636,337,35,2,78,2,99,1,4895.87,1,0,3,17,22,2,-14894.855,0
248.76,1,32,375,143,69,1,21,3,117,1,6178.77,1,0,2,18,20,0,-14269.287222222221,0
188.61,1,4,436,24,82,2,67,2,26,1,7167.57,1,0,1,17,1,0,-7382.833333333333,0
675.37,0,17,491,6,0,2,56,2,31,1,4704.91,1,0,3,16,29,4,-7455.434722222222,0
94.82,0,8,121,225,10,1,67,2,56,1,1267.72,1,0,1,16,21,1,-14247.59638888889,0
425.18,0,14,262,378,56,2,59,1,135,1,5790.55,1,0,3,16,20,0,-14943.913055555555,0
50.28,1,28,527,285,56,1,60,1,65,1,5729.1,1,0,0,16,2,3,-15375.771666666667,0
864.72,0,11,602,184,17,1,34,1,58,1,7379.38,1,0,3,16,25,4,-10479.591944444444,0
70.68,1,12,136,85,15,2,25,3,105,1,1478.41,1,0,0,17,22,2,-8343.163055555555,0
261.77,1,6,25,547,3,2,28,3,46,1,824.71,1,0,2,18,12,3,-15878.074166666667,0
183.22,1,25,282,496,98,0,27,3,63,1,1024.42,1,0,1,18,5,3,-9493.453333333333,0
58.32,0,21,133,560,10,1,29,1,275,4,6027.49,-1,1,0,16,31,0,-11079.761944444444,1
156.86,1,5,164,28,98,0,51,0,102,1,14453.35,1,0,1,16,30,0,-15447.542777777779,0
120.67,1,7,117,340,39,0,42,0,233,1,5374.54,1,0,1,18,25,0,-7549.924722222222,0
308.62,0,34,466,489,46,1,59,1,101,1,9148.08,1,0,2,18,6,4,-9469.128055555555,0
506.81,1,25,630,107,90,0,59,1,41,1,2757.23,1,0,3,16,20,2,-7671.843333333333,0
328.39,1,27,381,31,12,0,41,1,108,1,2523.83,1,0,2,16,9,3,-8655.415555555555,0
796.3,1,2,219,576,61,1,67,2,64,1,1498.79,1,0,3,16,22,2,-14224.091944444444,0
72.47,1,4,65,562,82,2,29,0,72,1,1305.56,1,0,0,18,17,1,-9206.140833333333,0
279.6,1,13,437,237,96,0,25,3,131,1,1910.9,1,0,2,16,31,2,-12543.646388888888,0
304.2,1,16,632,29,82,2,25,3,102,1,423.64,1,0,2,16,8,3,-12352.068333333333,0
351.38,1,27,248,442,25,1,64,2,21,1,7606.63,1,0,2,18,26,0,-11917.410277777777,0
86.07,1,9,343,270,77,1,31,0,23,1,842.56,1,0,1,18,20,0,-8389.52611111111,0
604.5,1,32,484,390,72,0,28,3,80,1,709.42,1,0,3,18,8,1,-10885.452222222222,0
258.7,1,5,277,184,34,0,27,3,123,1,1358.37,1,0,2,17,22,2,-14894.905833333334,0
994.63,1,2,333,133,29,2,61,0,158,1,13538.14,1,0,3,16,21,2,-12040.155,0
11.46,0,2,226,231,26,1,75,2,64,1,7258.33,1,0,0,17,31,1,-15422.89388888889,0
63.76,1,35,206,94,1,0,69,2,100,1,4980.26,1,0,0,17,27,1,-11894.432777777778,0
446.83,0,24,363,526,50,1,55,2,143,1,1623.5,1,0,3,18,26,0,-11917.300555555556,0
63.54,1,9,190,457,44,0,26,1,136,1,4401.78,1,0,0,18,22,0,-12757.736944444445,0
81.11,1,5,387,458,43,2,48,1,110,1,2051.37,1,0,0,18,16,0,-9230.005555555555,0
441.26,0,40,473,570,73,1,58,0,87,5,13704.92,-1,1,3,16,27,0,-14776.065277777778,1
170.96,1,42,624,586,82,1,64,0,69,1,13374.89,1,0,1,16,28,3,-7479.335277777778,0
48.51,1,2,428,544,8,1,22,3,69,1,3363.23,1,0,0,17,9,0,-15950.809722222222,0
325.03,1,17,281,36,97,1,60,0,106,1,13521.76,1,0,2,17,11,2,-15903.096944444444,0
125.83,1,20,590,45,0,0,57,2,138,1,6109.86,1,0,1,17,29,0,-12590.9575,0
506.83,1,16,395,58,63,1,37,1,45,1,9975.79,1,0,3,17,24,0,-13430.671944444444,0
738.94,1,30,161,433,84,1,41,0,173,1,13856.18,1,0,3,18,9,0,-9397.241666666667,0
180.36,0,28,436,240,20,2,33,1,55,1,9905.23,1,0,1,16,30,1,-12567.908333333333,0
225.1,1,4,46,349,81,0,28,3,35,1,1547.71,1,0,2,17,11,0,-7886.64,0
359.51,1,5,142,393,9,2,79,2,157,1,7153.72,1,0,2,18,30,3,-8150.058888888889,0
720.46,1,40,272,261,67,1,54,2,44,1,3101.54,1,0,3,16,7,3,-7983.965277777777,0
1116.57,1,40,199,97,4,0,56,2,104,1,1393.14,1,0,3,16,23,3,-14871.218055555555,0
291.46,1,24,645,144,45,0,57,2,135,1,7142.53,1,0,2,16,8,2,-15231.66861111111,0
1192.95,1,19,221,514,67,1,23,3,73,1,325.15,1,0,3,18,4,0,-8053.633611111111,0
98.24,1,23,4,273,30,2,28,3,148,1,580.66,1,0,1,17,10,0,-13766.17,0
100.48,0,25,137,101,99,1,18,3,104,1,6149.81,1,0,1,16,17,4,-15015.313055555556,0
45.9,1,8,548,361,1,1,56,1,264,1,5698.25,1,0,0,18,4,1,-11725.196666666667,0
258.21,1,35,513,506,13,2,39,0,225,1,9562.41,1,0,2,17,27,0,-8222.844444444445,0
1079.11,1,19,198,323,41,2,53,1,211,1,2038.31,1,0,3,16,5,4,-13167.42111111111,0
287.51,1,12,678,258,15,2,22,3,255,1,187.65,1,0,2,16,22,0,-12759.18,0
501.3,0,35,413,287,19,2,26,1,146,1,8520.08,1,0,3,18,22,0,-12757.675,0
26.1,1,23,341,526,0,0,27,3,32,1,1435.72,1,0,0,16,17,4,-15015.763333333334,0
436.77,1,17,273,444,74,0,20,3,176,1,825.69,1,0,3,16,28,3,-9663.906111111111,0
292.38,1,3,667,383,0,0,68,0,224,1,5803.89,1,0,2,16,15,0,-12927.34111111111,0
1026.46,1,30,283,88,8,1,53,2,165,1,3134.47,1,0,3,16,21,2,-12039.451944444445,0
25.29,1,24,109,427,4,2,50,1,125,1,5374.69,1,0,0,18,27,3,-11173.540277777778,0
123.35,0,3,166,217,69,2,31,0,10,1,6852.16,1,0,1,17,11,4,-10815.150555555556,0
139.52,1,32,487,347,24,1,23,3,31,1,1570.22,1,0,1,18,22,4,-9806.088333333333,0
51.2,1,40,103,328,65,2,18,3,83,1,730.6,1,0,0,18,13,0,-14437.349166666667,0
122.85,0,39,377,332,68,2,47,0,127,3,13185.39,1,0,1,17,29,2,-8174.468611111111,0
161.38,0,7,670,514,18,2,24,3,101,1,3900.34,1,0,1,16,9,3,-8656.077222222222,0
2.51,1,3,522,440,98,2,63,2,32,1,4891.56,1,0,0,16,17,0,-13600.116944444444,0
22.62,1,41,31,287,74,0,64,0,102,1,7682.0,1,0,0,16,10,2,-13047.604166666666,0
126.83,1,2,575,324,6,1,57,2,39,1,6100.98,1,0,1,16,20,0,-14943.501666666667,0
46.6,1,11,28,135,59,2,55,0,68,1,1562.9,1,0,0,17,30,2,-10358.191111111111,0
243.8,1,37,533,496,15,1,57,0,48,1,13732.81,1,0,2,16,3,1,-16095.457777777778,0
231.51,0,28,365,317,7,1,60,2,96,1,5790.7,1,0,2,17,28,0,-10406.83138888889,0
175.05,1,37,290,369,67,2,39,1,34,1,1447.35,1,0,1,17,2,0,-16119.048055555555,0
762.74,1,20,191,531,52,0,64,0,244,1,207.1,1,0,3,17,2,1,-13238.695833333333,0
34.03,1,20,131,117,15,1,57,1,38,1,3077.2,1,0,0,17,22,0,-12759.008055555556,0
15.95,1,33,649,266,47,1,25,3,52,1,1983.0,1,0,0,17,14,1,-14415.0275,0
926.53,1,25,285,134,63,0,57,1,107,1,3120.1,1,0,3,17,24,4,-8294.7,0
101.51,0,40,54,380,41,2,46,1,199,1,3052.47,1,0,1,16,23,3,-14199.900833333333,0
309.42,1,14,380,341,88,1,27,1,42,1,8564.46,1,0,2,16,18,2,-9183.31388888889,0
257.6,0,13,559,423,3,2,59,2,293,1,7950.74,1,0,2,16,18,0,-7719.6530555555555,0
746.78,0,23,237,41,0,1,21,3,64,1,1699.81,1,0,3,16,27,0,-8223.641111111112,0
82.01,0,34,432,332,96,1,23,3,156,1,287.46,1,0,1,17,25,0,-7550.6547222222225,0
476.99,1,36,576,45,21,2,23,3,187,1,1154.48,1,0,3,16,10,1,-15928.160555555556,0
320.11,1,12,595,555,24,1,23,3,130,1,4076.48,1,0,2,16,31,3,-10335.683611111112,0
333.39,1,30,238,4,14,0,68,0,35,1,10628.59,1,0,2,16,11,0,-10071.527222222223,0
10.3,1,14,477,146,21,0,47,1,197,1,7801.32,1,0,0,16,7,3,-7983.185,0
737.46,0,0,428,307,36,1,53,0,75,4,634.16,-1,1,3,16,3,1,-16095.659444444444,1
416.55,1,28,415,252,37,2,33,1,73,1,922.96,1,0,3,17,5,4,-13166.590833333334,0
84.91,1,33,647,116,33,2,18,3,68,1,1671.86,1,0,1,18,16,0,-9229.478888888889,0
98.95,1,23,417,38,83,1,75,2,73,1,5670.82,1,0,1,17,29,4,-7454.504166666667,0
18.14,0,25,562,591,96,0,58,2,48,1,6020.85,1,0,0,18,17,4,-15013.4025,0
1154.79,1,8,568,588,5,0,51,0,108,1,6180.3,1,0,3,17,2,2,-11030.316666666668,0
215.13,1,5,588,180,15,2,46,1,114,1,3956.69,1,0,2,16,5,3,-16048.092777777778,0
218.57,0,22,93,35,3,1,62,0,102,1,13869.86,1,0,2,16,16,0,-9231.628055555555,0
341.88,1,2,310,383,52,0,43,1,89,1,4159.52,1,0,2,16,14,2,-12207.604722222222,0
691.92,1,4,182,190,9,2,19,3,61,1,1084.65,1,0,3,16,10,0,-11583.581944444444,0
50.43,1,38,42,182,56,1,32,0,51,1,9794.26,1,0,0,16,10,0,-11584.045,0
440.43,1,7,595,36,14,1,78,2,23,1,5123.24,1,0,3,17,21,3,-9830.438333333334,0
299.03,1,8,368,276,17,1,39,1,52,1,1381.28,1,0,2,17,19,3,-15710.716944444444,0
1.98,1,39,670,437,73,0,66,0,170,1,11619.1,1,0,0,17,25,0,-7550.487222222222,0
173.45,1,30,52,102,65,0,31,1,161,1,9077.62,1,0,1,16,25,0,-7551.691111111111,0
438.76,1,35,73,237,71,1,22,3,73,1,1824.19,1,0,3,16,13,0,-15111.373055555556,0
519.62,0,42,45,458,25,2,71,2,40,1,4159.33,1,0,3,17,23,3,-8318.407222222222,0
738.68,1,6,355,288,95,2,50,0,124,1,14352.33,1,0,3,16,7,1,-14583.592222222222,0
151.14,1,22,140,121,3,2,64,2,38,1,2156.54,1,0,1,16,1,3,-12519.880833333333,0
75.77,1,5,168,352,89,1,51,1,148,1,8361.7,1,0,0,17,7,0,-10910.354444444445,0
444.52,1,21,523,342,25,2,27,1,17,1,5424.6,1,0,3,16,4,1,-13911.923333333334,0
