TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmountBin,TransactionHour,TransactionDay,TransactionWeekday,TimeSinceLastTransaction,anomaly
136.48,1,5,117,8,78,2,52,1,138,4,4618.53,1,0,1,3,3.644444444444445e-10,0
203.76,1,7,86,360,11,1,55,2,37,1,6747.16,1,0,1,3,4.5805555555555556e-10,0
750.95,1,6,534,99,99,1,78,2,27,1,5134.37,3,0,1,3,3.9138888888888886e-10,0
0.84,1,2,510,101,35,0,52,1,31,1,2207.54,0,0,1,3,6.819444444444444e-10,0
257.18,1,20,463,544,9,2,67,0,28,1,13336.15,2,0,1,3,2.8805555555555553e-10,0
767.66,1,38,73,274,84,0,63,0,155,1,1801.69,3,0,1,3,1.3916666666666668e-10,0
182.29,1,36,188,84,31,2,54,0,123,1,522.39,1,0,1,3,2.038888888888889e-10,0
184.51,0,32,430,208,20,2,54,0,118,1,9381.64,1,0,1,3,4.0527777777777774e-10,0
451.31,1,13,19,506,45,0,62,2,166,5,2963.29,3,0,1,3,6.227777777777778e-10,1
144.1,1,6,208,450,64,1,57,0,30,1,11523.64,1,0,1,3,2.8694444444444445e-10,0
72.5,1,13,416,304,52,0,40,0,30,1,12723.62,0,0,1,3,9.777777777777777e-11,0
74.11,0,41,309,133,64,2,69,2,71,4,3920.11,0,0,1,3,4.338888888888889e-10,0
22.15,1,10,437,549,64,1,44,0,73,1,7451.83,0,0,1,3,1.4694444444444445e-10,0
777.92,1,2,123,280,44,1,62,0,97,1,7061.58,3,0,1,3,2.4999999999999996e-10,0
790.07,1,24,177,547,95,2,28,3,197,1,985.77,3,0,1,3,1.9666666666666669e-10,0
406.33,0,24,277,148,65,1,59,1,103,1,4298.34,2,0,1,3,4.933333333333334e-10,0
767.41,1,13,57,56,20,0,56,0,27,1,12799.34,3,0,1,3,4.25e-10,0
4.58,0,1,158,565,98,2,21,3,135,1,811.24,0,0,1,3,5.502777777777779e-10,0
447.83,0,1,573,185,29,1,53,0,88,1,13273.08,3,0,1,3,4.0333333333333334e-10,0
49.67,1,1,543,241,29,2,21,3,146,1,842.94,0,0,1,3,6.388888888888888e-11,0
77.83,0,18,308,400,66,1,49,1,146,1,2471.53,0,0,1,3,6.197222222222222e-10,0
702.87,1,42,340,345,32,0,19,3,184,1,1237.5,3,0,1,3,2.1000000000000002e-10,0
133.56,1,1,402,188,70,2,25,3,177,1,783.83,1,0,1,3,3.638888888888889e-11,0
868.05,0,36,249,289,23,2,49,1,119,1,3931.03,3,0,1,3,-3.638888888888889e-11,0
52.87,1,16,52,568,54,1,24,3,70,1,960.96,0,0,1,3,8.138888888888889e-11,0
179.0,1,15,566,446,52,0,78,2,121,1,7310.88,1,0,1,3,3.9888888888888894e-10,0
1168.26,0,30,677,37,4,2,73,2,37,1,1385.74,3,0,1,3,2.4e-10,1
384.11,1,13,282,280,31,0,58,2,12,1,7902.52,2,0,1,3,2.3888888888888887e-10,0
227.61,1,15,158,359,24,2,71,2,61,1,4405.28,2,0,1,3,3.780555555555555e-10,0
40.83,1,16,607,1,39,0,48,1,24,1,3944.12,0,0,1,3,3.294444444444444e-10,0
19.76,1,26,601,197,36,0,20,3,240,1,1523.04,0,0,1,3,1.0972222222222221e-10,0
484.24,1,33,295,517,18,1,67,0,77,1,8042.3,3,0,1,3,2.658333333333333e-10,0
494.66,1,15,483,91,8,2,33,0,110,1,5531.93,3,0,1,3,3.136111111111111e-10,0
301.47,1,7,29,406,39,1,21,3,291,1,560.73,2,0,1,3,-3.333333333333333e-12,0
199.09,1,11,643,166,77,2,70,0,89,1,1658.52,1,0,1,3,2.136111111111111e-10,0
38.95,1,20,649,333,99,2,27,1,50,1,731.52,0,0,1,3,5.086111111111111e-10,0
515.94,1,37,588,377,48,0,29,1,37,1,1389.89,3,0,1,3,5.988888888888889e-10,0
41.93,1,14,582,334,54,0,48,1,136,1,5081.26,0,0,1,3,7.777777777777778e-11,0
137.84,1,29,536,282,68,0,27,3,83,1,1000.35,1,0,1,3,5.433333333333333e-10,0
95.35,1,6,336,415,31,2,21,3,131,1,1639.9,1,0,1,3,3.644444444444445e-10,0
93.14,1,22,604,550,91,2,67,2,151,1,5473.82,1,0,1,3,-2.1944444444444447e-11,0
1427.71,1,27,14,480,85,1,64,0,159,1,1729.26,3,0,1,3,-6.1111111111111105e-12,0
79.33,0,19,152,496,25,2,51,0,109,1,14798.1,0,0,1,3,6.369444444444444e-10,0
76.89,1,6,651,294,10,0,55,0,132,1,7374.26,0,0,1,3,1.6972222222222221e-10,0
233.71,1,17,435,48,39,2,19,3,297,1,1231.98,2,0,1,3,4.6388888888888886e-11,0
14.92,1,19,504,470,43,1,26,1,120,1,6611.26,0,0,1,3,2.386111111111111e-10,0
242.17,1,17,427,36,31,0,60,0,147,1,883.72,2,0,1,3,2.2138888888888888e-10,0
122.98,1,17,253,44,19,2,79,2,228,1,5055.99,1,0,1,3,3.158333333333334e-10,0
129.35,1,19,611,231,39,0,52,1,130,1,7166.88,1,0,1,3,3.877777777777778e-10,0
138.33,1,9,179,390,10,2,21,3,69,1,232.56,1,0,1,3,3.0055555555555553e-10,0
39.31,1,32,379,311,52,2,25,3,178,1,1236.38,0,0,1,3,5.652777777777778e-10,0
91.85,1,39,455,498,39,2,21,3,148,1,802.09,1,0,1,3,4.438888888888889e-10,0
277.7,1,26,473,171,10,1,58,1,107,1,1423.2,2,0,1,3,2.3222222222222223e-10,0
114.03,1,32,9,5,80,0,51,0,172,1,13388.56,1,0,1,3,5.316666666666666e-10,0
302.63,0,38,429,236,51,1,27,1,10,1,2801.28,2,0,1,3,1.011111111111111e-10,0
31.19,1,5,395,576,22,0,52,1,74,1,5545.96,0,0,1,3,1.588888888888889e-10,0
112.91,0,40,424,464,30,2,27,1,135,1,4764.48,1,0,1,3,5.488888888888888e-10,0
742.26,1,36,658,217,55,2,27,1,36,1,7868.19,3,0,1,3,2.5583333333333333e-10,0
256.8,1,5,141,220,13,0,26,3,80,1,1128.38,2,0,1,3,5.638888888888889e-11,0
378.68,1,13,633,391,94,0,60,0,239,1,7627.04,2,0,1,3,-1.3888888888888889e-12,0
571.93,1,42,224,45,47,2,52,2,119,1,4026.03,3,0,1,3,4.886111111111111e-10,0
26.31,0,2,377,248,27,2,77,2,163,1,7095.76,0,0,1,3,4.044444444444444e-10,0
205.58,1,32,530,362,4,2,20,3,159,1,1501.95,1,0,1,3,3.9888888888888894e-10,0
533.61,1,23,312,505,42,2,48,1,115,1,3656.93,3,0,1,3,5.852777777777777e-10,0
428.62,1,33,38,514,27,1,55,2,72,1,3473.24,3,0,1,3,2.15e-10,0
361.22,1,33,326,219,27,0,64,2,167,1,7061.73,2,0,1,3,1.3277777777777778e-10,0
837.29,1,31,184,348,1,1,25,3,216,1,6012.67,3,0,1,3,6.102777777777778e-10,0
117.25,0,1,272,590,90,2,31,0,73,1,13694.68,1,0,1,3,1.4111111111111113e-10,0
135.27,1,1,509,199,49,0,48,0,131,1,9410.51,1,0,1,3,3.563888888888889e-10,0
185.1,1,0,644,335,4,1,53,2,23,1,6115.63,1,0,1,3,3.336111111111111e-10,0
113.54,1,8,5,157,35,2,38,1,273,1,5581.21,1,0,1,3,4.5833333333333335e-10,0
354.96,1,13,274,453,13,2,69,0,96,1,6712.94,2,0,1,3,6.008333333333333e-10,0
224.22,1,14,406,140,85,1,53,0,37,1,8400.87,2,0,1,3,-5.416666666666667e-11,0
737.1,1,42,617,128,31,0,60,2,92,1,4644.19,3,0,1,3,2.8833333333333337e-10,0
223.22,1,13,382,505,17,0,27,3,96,1,1734.22,2,0,1,3,3.302777777777778e-10,0
557.26,1,38,180,288,75,0,69,0,53,1,5237.12,3,0,1,3,4.625e-10,0
1496.57,1,22,137,237,91,2,33,1,95,1,969.06,3,0,1,3,1.0583333333333333e-10,0
27.44,1,4,436,228,56,0,62,2,164,1,5950.48,0,0,1,3,5.466666666666666e-10,0
310.09,1,11,390,562,67,1,36,0,166,1,9962.5,2,0,1,3,5.461111111111111e-10,0
80.38,1,18,666,1,63,2,52,0,116,1,9662.88,0,0,1,3,6.75e-11,0
26.1,0,11,16,211,31,1,66,0,115,1,5243.0,0,0,1,3,5.724999999999999e-10,0
845.14,0,28,152,533,25,1,73,2,183,1,1702.65,3,0,1,3,-6.416666666666666e-11,0
59.73,1,14,661,247,18,0,27,3,56,1,800.93,0,0,1,3,1.9416666666666667e-10,0
758.77,1,35,320,191,8,0,60,1,114,1,7231.47,3,0,1,3,2.8944444444444444e-10,0
301.51,1,5,492,273,88,0,22,3,284,1,1052.31,2,0,1,3,2.6666666666666665e-11,0
418.03,1,2,376,441,50,2,58,0,161,1,10721.29,3,0,1,3,4.2166666666666666e-10,0
118.06,0,19,426,511,81,1,32,0,31,1,13560.63,1,0,1,3,2.5305555555555554e-10,0
483.92,1,27,45,125,91,0,70,2,115,1,3138.0,3,0,1,3,5.361111111111112e-10,0
78.93,1,23,584,334,98,0,38,0,145,1,9916.24,0,0,1,3,-7.777777777777778e-12,0
36.63,1,24,543,174,93,0,75,2,261,1,7941.73,0,0,1,3,2.0666666666666668e-10,0
87.85,1,7,634,239,61,1,49,1,63,1,3753.24,1,0,1,3,6.486111111111112e-10,0
1001.83,1,30,214,562,50,2,31,0,55,1,9733.83,3,0,1,3,2.7500000000000003e-10,0
705.34,1,42,545,494,25,2,59,0,124,1,5003.22,3,0,1,3,3.791666666666667e-10,0
146.55,1,41,159,547,1,2,54,2,124,5,4087.44,1,0,1,3,3.7555555555555553e-10,0
116.89,1,8,316,128,63,2,71,2,226,1,4880.31,1,0,1,3,6.058333333333334e-10,0
106.41,1,20,457,552,62,1,57,2,87,1,1310.38,1,0,1,3,1.6944444444444445e-11,0
1087.9,1,4,532,42,52,0,78,2,103,1,2513.51,3,0,1,3,7.055555555555557e-11,0
584.41,1,19,314,75,50,0,23,3,41,1,4475.22,3,0,1,3,-8.138888888888889e-11,0
584.98,0,6,171,306,92,1,55,2,121,1,6521.05,3,0,1,3,2.7194444444444445e-10,0
79.21,1,7,13,194,54,1,56,2,140,1,1615.04,0,0,1,3,6.116666666666666e-10,0
173.13,0,1,469,453,43,2,20,3,288,1,1490.34,1,0,1,3,5.044444444444444e-10,0
335.7,1,12,176,242,11,0,80,2,57,1,6601.44,2,0,1,3,-8.611111111111112e-12,0
1225.5,0,19,490,161,65,2,50,0,109,1,8611.17,3,0,1,3,5.349999999999999e-10,0
422.81,1,20,49,526,35,1,28,3,193,1,1929.28,3,0,1,3,5.397222222222222e-10,0
135.43,1,38,606,70,30,0,57,2,92,1,5315.83,1,0,1,3,4.794444444444445e-10,0
584.88,1,30,197,569,41,0,26,3,121,1,548.45,3,0,1,3,5.958333333333333e-10,0
308.94,1,20,630,449,91,2,25,3,167,1,1931.66,2,0,1,3,1.525e-10,0
295.93,1,4,399,125,20,1,36,0,117,1,1050.63,2,0,1,3,3.6111111111111114e-11,0
1512.99,1,30,31,281,70,2,19,3,50,1,9963.39,3,0,1,3,3.5e-10,0
77.44,1,42,212,281,10,1,58,2,268,1,1950.63,0,0,1,3,2.497222222222222e-10,0
92.5,0,39,503,45,79,2,40,1,70,1,6295.45,1,0,1,3,4.658333333333333e-10,0
97.74,0,20,206,350,45,2,41,1,137,1,4113.63,1,0,1,3,4.436111111111111e-10,0
291.68,1,8,20,515,57,0,21,3,90,1,1451.02,2,0,1,3,3.113888888888889e-10,0
56.96,1,0,364,513,10,0,22,3,135,1,1597.85,0,0,1,3,3.1305555555555554e-10,0
436.8,1,39,599,262,81,2,27,3,92,1,1256.33,3,0,1,3,2.7722222222222223e-10,0
259.49,1,2,418,185,44,2,72,2,292,1,7320.61,2,0,1,3,2.775e-10,0
726.26,1,29,371,507,34,2,57,2,147,1,2150.38,3,0,1,3,7.333333333333333e-11,0
568.68,1,15,275,259,74,0,72,2,101,1,2940.04,3,0,1,3,1.7611111111111111e-10,0
77.57,1,1,426,98,90,2,49,0,225,1,12801.93,0,0,1,3,6.377777777777778e-10,0
999.28,1,4,31,78,49,2,29,1,40,1,4272.41,3,0,1,3,1.6416666666666667e-10,0
14.16,0,28,645,66,75,1,74,2,290,1,5399.76,0,0,1,3,-4.972222222222222e-11,0
1142.83,0,29,476,357,27,1,61,2,48,1,2467.39,3,0,1,3,2.766666666666667e-10,0
61.33,1,33,196,203,17,0,27,1,129,1,7537.4,0,0,1,3,4.938888888888889e-10,0
27.64,1,27,43,322,64,2,54,1,23,1,7498.51,0,0,1,3,2.638888888888889e-10,0
3.85,1,38,57,516,24,0,29,0,32,1,10506.41,0,0,1,3,1.561111111111111e-10,0
431.22,0,2,292,36,50,1,73,2,129,1,6505.98,3,0,1,3,1.8722222222222223e-10,0
178.55,1,15,610,172,75,1,55,1,67,1,7568.4,1,0,1,3,5.666666666666667e-10,0
248.76,1,10,322,537,90,0,18,3,56,1,546.46,2,0,1,3,2.6222222222222223e-10,0
76.16,1,37,522,7,59,0,23,3,99,1,1072.25,0,0,1,3,5.2e-10,0
347.25,1,16,626,397,61,0,69,0,250,1,7273.55,2,0,1,3,2.8055555555555558e-11,0
28.04,1,20,99,49,7,0,57,0,146,5,11197.54,0,0,1,3,-1.1944444444444445e-11,0
325.98,1,42,226,117,85,0,19,3,277,1,782.35,2,0,1,3,3.361111111111111e-10,0
249.56,1,27,597,446,82,1,76,2,246,1,4444.95,2,0,1,3,5.283333333333334e-10,0
17.43,1,0,557,157,41,0,56,0,33,1,10658.88,0,0,1,3,6.611111111111111e-11,0
198.01,0,2,143,551,4,1,26,3,40,1,250.93,1,0,1,3,1.4749999999999998e-10,0
585.58,1,33,563,223,90,1,23,3,55,1,1729.02,3,0,1,3,4.086111111111111e-10,0
434.67,0,41,105,82,23,2,27,3,124,1,1298.13,3,0,1,3,5.858333333333333e-10,0
510.7,0,26,163,163,39,2,27,3,294,1,5828.48,3,0,1,3,2.633333333333333e-10,0
331.98,1,10,293,484,46,0,74,2,12,1,7600.99,2,0,1,3,3.922222222222222e-10,0
199.54,1,32,611,172,69,2,56,1,268,1,9603.73,1,0,1,3,4.5694444444444443e-10,0
212.97,1,1,475,437,2,2,59,1,178,1,4180.4,2,0,1,3,5.283333333333334e-10,0
270.56,1,30,198,472,37,2,23,3,139,1,1268.44,2,0,1,3,6.277777777777779e-11,0
306.37,1,7,468,324,14,0,26,1,120,1,9609.67,2,0,1,3,3.1055555555555555e-10,0
643.02,0,11,517,398,64,0,38,0,85,1,11989.39,3,0,1,3,5.05e-10,0
98.48,1,24,425,307,89,1,47,1,12,1,9538.92,1,0,1,3,3.333333333333333e-12,0
889.01,1,41,290,290,29,2,36,1,169,1,4826.88,3,0,1,3,3.666666666666667e-10,0
537.86,1,18,156,122,0,2,27,3,134,1,293.06,3,0,1,3,4.386111111111111e-10,0
241.18,1,23,596,66,24,0,25,3,162,1,1445.53,2,0,1,3,2.6749999999999996e-10,0
130.54,1,1,527,219,73,0,64,0,94,1,11204.62,1,0,1,3,1.2277777777777778e-10,0
800.29,0,36,385,50,32,1,20,3,84,1,693.4,3,0,1,3,5.538888888888889e-10,0
8.81,1,9,447,404,45,2,57,0,165,1,13523.65,0,0,1,3,2.038888888888889e-10,0
28.52,1,11,680,419,20,0,20,3,163,1,662.51,0,0,1,3,2.466666666666667e-10,0
431.31,0,1,351,364,20,2,23,3,99,1,342.73,3,0,1,3,1.6611111111111112e-10,0
885.33,0,33,398,422,24,0,47,1,59,1,7764.16,3,0,1,3,3.7388888888888887e-10,0
199.23,1,40,179,370,51,0,29,1,54,1,9834.0,1,0,1,3,4.3333333333333334e-10,0
42.26,1,33,208,478,79,0,44,0,171,1,268.77,0,0,1,3,5.122222222222222e-10,0
166.06,1,16,190,554,19,0,30,1,172,1,5397.68,1,0,1,3,3.483333333333333e-10,0
357.72,1,24,322,386,81,0,53,2,25,1,7659.5,2,0,1,3,3.208333333333333e-10,0
588.37,1,9,466,449,99,2,28,3,284,1,1926.08,3,0,1,3,-1.0555555555555557e-11,0
72.82,1,15,438,372,62,2,68,0,127,1,6911.62,0,0,1,3,5.861111111111111e-10,0
162.36,1,40,304,78,68,2,36,1,147,1,7527.04,1,0,1,3,5.719444444444445e-10,0
584.82,0,26,576,305,56,2,43,0,109,1,12071.1,3,0,1,3,4.9e-10,0
38.15,0,28,662,32,64,2,72,2,129,1,1425.47,0,0,1,3,4.227777777777778e-10,0
477.54,0,37,371,381,62,0,23,3,52,1,1598.63,3,0,1,3,4.236111111111111e-10,0
639.57,1,30,162,256,12,1,60,0,43,1,11726.47,3,0,1,3,5.733333333333333e-10,0
58.23,1,31,487,303,67,2,28,3,34,1,9189.76,0,0,1,3,3.2194444444444444e-10,0
776.21,0,33,636,337,35,2,78,2,99,1,4895.87,3,0,1,3,9.75e-11,0
248.76,1,32,375,143,69,1,21,3,117,1,6178.77,2,0,1,3,1.0916666666666666e-10,0
188.61,1,4,436,24,82,2,67,2,26,1,7167.57,1,0,1,3,6.966666666666666e-10,0
675.37,0,17,491,6,0,2,56,2,31,1,4704.91,3,0,1,3,6.127777777777778e-10,0
94.82,0,8,121,225,10,1,67,2,56,1,1267.72,1,0,1,3,5.7499999999999995e-11,0
425.18,0,14,262,378,56,2,59,1,135,1,5790.55,3,0,1,3,8.88888888888889e-12,0
50.28,1,28,527,285,56,1,60,1,65,1,5729.1,0,0,1,3,5.222222222222222e-11,0
864.72,0,11,602,184,17,1,34,1,58,1,7379.38,3,0,1,3,3.5944444444444446e-10,0
70.68,1,12,136,85,15,2,25,3,105,1,1478.41,0,0,1,3,5.416666666666667e-10,0
261.77,1,6,25,547,3,2,28,3,46,1,824.71,2,0,1,3,-6.527777777777778e-11,0
183.22,1,25,282,496,98,0,27,3,63,1,1024.42,1,0,1,3,5.038888888888888e-10,0
58.32,0,21,133,560,10,1,29,1,275,4,6027.49,0,0,1,3,3.775e-10,0
156.86,1,5,164,28,98,0,51,0,102,1,14453.35,1,0,1,3,-1.611111111111111e-11,0
120.67,1,7,117,340,39,0,42,0,233,1,5374.54,1,0,1,3,5.911111111111112e-10,0
308.62,0,34,466,489,46,1,59,1,101,1,9148.08,2,0,1,3,5.169444444444444e-10,0
506.81,1,25,630,107,90,0,59,1,41,1,2757.23,3,0,1,3,6.475e-10,0
328.39,1,27,381,31,12,0,41,1,108,1,2523.83,2,0,1,3,4.980555555555556e-10,0
796.3,1,2,219,576,61,1,67,2,64,1,1498.79,3,0,1,3,1.2055555555555556e-10,0
72.47,1,4,65,562,82,2,29,0,72,1,1305.56,0,0,1,3,4.688888888888889e-10,0
279.6,1,13,437,237,96,0,25,3,131,1,1910.9,2,0,1,3,2.688888888888889e-10,0
304.2,1,16,632,29,82,2,25,3,102,1,423.64,2,0,1,3,2.261111111111111e-10,0
351.38,1,27,248,442,25,1,64,2,21,1,7606.63,2,0,1,3,3.272222222222222e-10,0
86.07,1,9,343,270,77,1,31,0,23,1,842.56,1,0,1,3,5.147222222222223e-10,0
604.5,1,32,484,390,72,0,28,3,80,1,709.42,3,0,1,3,4.044444444444444e-10,0
258.7,1,5,277,184,34,0,27,3,123,1,1358.37,2,0,1,3,9.777777777777777e-11,0
994.63,1,2,333,133,29,2,61,0,158,1,13538.14,3,0,1,3,2.6722222222222226e-10,0
11.46,0,2,226,231,26,1,75,2,64,1,7258.33,0,0,1,3,2.7222222222222224e-11,0
63.76,1,35,206,94,1,0,69,2,100,1,4980.26,0,0,1,3,2.6527777777777776e-10,0
446.83,0,24,363,526,50,1,55,2,143,1,1623.5,3,0,1,3,2.7722222222222223e-10,0
63.54,1,9,190,457,44,0,26,1,136,1,4401.78,0,0,1,3,2.436111111111111e-10,0
81.11,1,5,387,458,43,2,48,1,110,1,2051.37,0,0,1,3,5.213888888888889e-10,0
441.26,0,40,473,570,73,1,58,0,87,5,13704.92,3,0,1,3,2.0555555555555555e-11,1
170.96,1,42,624,586,82,1,64,0,69,1,13374.89,1,0,1,3,6.822222222222222e-10,0
48.51,1,2,428,544,8,1,22,3,69,1,3363.23,0,0,1,3,-5.638888888888889e-11,0
325.03,1,17,281,36,97,1,60,0,106,1,13521.76,2,0,1,3,-4.055555555555556e-11,0
125.83,1,20,590,45,0,0,57,2,138,1,6109.86,1,0,1,3,1.875e-10,0
506.83,1,16,395,58,63,1,37,1,45,1,9975.79,3,0,1,3,1.9111111111111111e-10,0
738.94,1,30,161,433,84,1,41,0,173,1,13856.18,3,0,1,3,4.880555555555556e-10,0
180.36,0,28,436,240,20,2,33,1,55,1,9905.23,1,0,1,3,2.7e-10,0
225.1,1,4,46,349,81,0,28,3,35,1,1547.71,2,0,1,3,6.472222222222223e-10,0
359.51,1,5,142,393,9,2,79,2,157,1,7153.72,2,0,1,3,5.408333333333334e-10,0
720.46,1,40,272,261,67,1,54,2,44,1,3101.54,3,0,1,3,6.141666666666667e-10,0
1116.57,1,40,199,97,4,0,56,2,104,1,1393.14,3,0,1,3,8.972222222222223e-11,0
291.46,1,24,645,144,45,0,57,2,135,1,7142.53,2,0,1,3,8.611111111111112e-12,0
1192.95,1,19,221,514,67,1,23,3,73,1,325.15,3,0,1,3,6.191666666666668e-10,0
98.24,1,23,4,273,30,2,28,3,148,1,580.66,1,0,1,3,1.4583333333333332e-10,0
100.48,0,25,137,101,99,1,18,3,104,1,6149.81,1,0,1,3,-6.1111111111111105e-12,0
45.9,1,8,548,361,1,1,56,1,264,1,5698.25,0,0,1,3,3.208333333333333e-10,0
258.21,1,35,513,506,13,2,39,0,225,1,9562.41,2,0,1,3,5.647222222222222e-10,0
1079.11,1,19,198,323,41,2,53,1,211,1,2038.31,3,0,1,3,2.075e-10,0
287.51,1,12,678,258,15,2,22,3,255,1,187.65,2,0,1,3,2.2666666666666666e-10,0
501.3,0,35,413,287,19,2,26,1,146,1,8520.08,3,0,1,3,2.338888888888889e-10,0
26.1,1,23,341,526,0,0,27,3,32,1,1435.72,0,0,1,3,7.666666666666666e-11,0
436.77,1,17,273,444,74,0,20,3,176,1,825.69,3,0,1,3,4.630555555555556e-10,0
292.38,1,3,667,383,0,0,68,0,224,1,5803.89,2,0,1,3,1.8805555555555556e-10,0
1026.46,1,30,283,88,8,1,53,2,165,1,3134.47,3,0,1,3,3.019444444444444e-10,0
25.29,1,24,109,427,4,2,50,1,125,1,5374.69,0,0,1,3,3.788888888888889e-10,0
123.35,0,3,166,217,69,2,31,0,10,1,6852.16,1,0,1,3,3.541666666666667e-10,0
139.52,1,32,487,347,24,1,23,3,31,1,1570.22,1,0,1,3,4.716666666666667e-10,0
51.2,1,40,103,328,65,2,18,3,83,1,730.6,0,0,1,3,1.3750000000000002e-10,0
122.85,0,39,377,332,68,2,47,0,127,3,13185.39,1,0,1,3,6.236111111111111e-10,0
161.38,0,7,670,514,18,2,24,3,101,1,3900.34,1,0,1,3,5.147222222222223e-10,0
2.51,1,3,522,440,98,2,63,2,32,1,4891.56,0,0,1,3,1.1333333333333333e-10,0
22.62,1,41,31,287,74,0,64,0,102,1,7682.0,0,0,1,3,1.5555555555555557e-10,0
126.83,1,2,575,324,6,1,57,2,39,1,6100.98,1,0,1,3,2.5e-11,0
46.6,1,11,28,135,59,2,55,0,68,1,1562.9,0,0,1,3,4.511111111111111e-10,0
243.8,1,37,533,496,15,1,57,0,48,1,13732.81,2,0,1,3,-5.6944444444444446e-11,0
231.51,0,28,365,317,7,1,60,2,96,1,5790.7,2,0,1,3,3.5027777777777783e-10,0
175.05,1,37,290,369,67,2,39,1,34,1,1447.35,1,0,1,3,-2.5555555555555557e-11,0
762.74,1,20,191,531,52,0,64,0,244,1,207.1,3,0,1,3,2.1944444444444443e-10,0
34.03,1,20,131,117,15,1,57,1,38,1,3077.2,0,0,1,3,1.9916666666666665e-10,0
15.95,1,33,649,266,47,1,25,3,52,1,1983.0,0,0,1,3,5.7499999999999995e-11,0
926.53,1,25,285,134,63,0,57,1,107,1,3120.1,3,0,1,3,6.211111111111111e-10,0
101.51,0,40,54,380,41,2,46,1,199,1,3052.47,1,0,1,3,6.666666666666666e-11,0
309.42,1,14,380,341,88,1,27,1,42,1,8564.46,2,0,1,3,4.836111111111111e-10,0
257.6,0,13,559,423,3,2,59,2,293,1,7950.74,2,0,1,3,6.080555555555556e-10,0
746.78,0,23,237,41,0,1,21,3,64,1,1699.81,3,0,1,3,6.027777777777777e-10,0
82.01,0,34,432,332,96,1,23,3,156,1,287.46,1,0,1,3,6.7e-10,0
476.99,1,36,576,45,21,2,23,3,187,1,1154.48,3,0,1,3,-4.361111111111111e-11,0
320.11,1,12,595,555,24,1,23,3,130,1,4076.48,2,0,1,3,4.316666666666667e-10,0
333.39,1,30,238,4,14,0,68,0,35,1,10628.59,2,0,1,3,4.3583333333333333e-10,0
10.3,1,14,477,146,21,0,47,1,197,1,7801.32,0,0,1,3,5.883333333333333e-10,0
737.46,0,0,428,307,36,1,53,0,75,4,634.16,3,0,1,3,-1.5e-11,0
416.55,1,28,415,252,37,2,33,1,73,1,922.96,3,0,1,3,2.138888888888889e-10,0
84.91,1,33,647,116,33,2,18,3,68,1,1671.86,1,0,1,3,5.352777777777778e-10,0
98.95,1,23,417,38,83,1,75,2,73,1,5670.82,1,0,1,3,6.683333333333333e-10,0
18.14,0,25,562,591,96,0,58,2,48,1,6020.85,0,0,1,3,1.3055555555555555e-11,0
1154.79,1,8,568,588,5,0,51,0,108,1,6180.3,3,0,1,3,3.0472222222222224e-10,0
215.13,1,5,588,180,15,2,46,1,114,1,3956.69,2,0,1,3,-2.25e-11,0
218.57,0,22,93,35,3,1,62,0,102,1,13869.86,2,0,1,3,5.072222222222223e-10,0
341.88,1,2,310,383,52,0,43,1,89,1,4159.52,2,0,1,3,2.2861111111111111e-10,0
691.92,1,4,182,190,9,2,19,3,61,1,1084.65,3,0,1,3,2.5416666666666667e-10,0
50.43,1,38,42,182,56,1,32,0,51,1,9794.26,0,0,1,3,3.036111111111111e-10,0
440.43,1,7,595,36,14,1,78,2,23,1,5123.24,3,0,1,3,4.719444444444444e-10,0
299.03,1,8,368,276,17,1,39,1,52,1,1381.28,2,0,1,3,-2.3055555555555556e-11,0
1.98,1,39,670,437,73,0,66,0,170,1,11619.1,0,0,1,3,6.122222222222222e-10,0
173.45,1,30,52,102,65,0,31,1,161,1,9077.62,1,0,1,3,6.672222222222222e-10,0
438.76,1,35,73,237,71,1,22,3,73,1,1824.19,3,0,1,3,-1.6666666666666666e-12,0
519.62,0,42,45,458,25,2,71,2,40,1,4159.33,3,0,1,3,6.152777777777777e-10,0
738.68,1,6,355,288,95,2,50,0,124,1,14352.33,3,0,1,3,4.222222222222223e-11,0
151.14,1,22,140,121,3,2,64,2,38,1,2156.54,1,0,1,3,1.9111111111111111e-10,0
75.77,1,5,168,352,89,1,51,1,148,1,8361.7,0,0,1,3,3.4722222222222225e-10,0
444.52,1,21,523,342,25,2,27,1,17,1,5424.6,3,0,1,3,1.6944444444444445e-10,0
5.29,1,16,463,368,61,2,52,0,276,1,11263.89,0,0,1,3,8.583333333333332e-11,0
97.63,0,25,230,13,22,2,48,0,127,1,12467.31,1,0,1,3,1.6166666666666668e-10,0
256.95,1,36,652,447,46,1,26,1,71,1,2531.24,2,0,1,3,1.961111111111111e-10,0
734.86,0,4,193,93,74,1,48,1,290,1,6242.03,3,0,1,3,6.130555555555555e-10,0
1250.94,1,8,274,404,53,0,36,0,107,2,11565.97,3,0,1,3,8.111111111111112e-11,0
84.28,1,22,398,504,86,1,39,0,142,1,13586.06,1,0,1,3,2.786111111111111e-10,0
927.45,1,2,205,226,26,0,24,3,95,1,1161.84,3,0,1,3,3.9083333333333333e-10,0
202.49,0,41,167,580,49,0,48,1,69,1,7447.1,1,0,1,3,6.552777777777778e-10,0
